word1,word2,word3,count
journalist,occupy,land,1
military,operation,gaza,1
operation,gaza,2000,1
gaza,2000,2008,1
palestinian,union,state,1
union,state,vision,1
science,palestine,mathematics,1
liberal,colonialism,israel,1
colonialism,israel,2013,1
israel,2013,election,1
politics,alliance,colonialism,1
alliance,colonialism,political,1
colonialism,political,economy,1
economy,judaism,power,1
2013,knesset,election,1
party,return,power,1
return,power,first,1
power,first,time,1
first,time,quarter,1
time,quarter,century,1
several,respect,basic,1
respect,basic,division,1
basic,division,israeli,1
division,israeli,politics,1
other,hand,report,1
hand,report,show,1
report,show,prime,1
due,rise,new,1
alliance,settler,base,1
settler,base,jewish,1
base,jewish,home,1
jewish,home,together,1
list,first,time,1
first,time,decade,1
election,mark,near,1
palestinian,issue,palestinian,1
issue,palestinian,citizen,1
citizen,israel,report,1
israel,report,conclude,1
report,conclude,continue,1
work,physics,land,1
physics,land,israel,1
health,palestinian,citizen,1
health,political,science,1
engage,scholar,student,1
study,anthropology,publish,1
anthropology,publish,2019,1
public,health,2019,1
essay,explore,representation,1
explore,representation,palestinian,1
dynamic,play,system,1
play,system,public,1
system,public,health,1
foundation,settler,colonial,1
israeli,palestinian,jew,1
security,israel,new,1
israel,new,israeli,1
population,palestinian,refugee,1
point,media,study,1
classics,demography,art,1
concern,cause,circumstance,1
cause,circumstance,palestinian,1
circumstance,palestinian,always,1
palestinian,always,maintain,1
always,maintain,refugee,1
maintain,refugee,directly,1
1947,1948,series,1
point,palestinian,history,1
palestinian,history,only,1
history,only,small,1
only,small,number,1
small,number,palestinian,1
number,palestinian,academic,1
investigate,root,cause,1
root,cause,official,1
cause,official,historian,1
west,continue,advance,1
continue,advance,claim,1
advance,claim,palestinian,1
claim,palestinian,leave,1
palestinian,leave,own,1
leave,own,accord,1
order,own,leader,1
include,story,arab,1
hebrew,israeli,primary,1
israeli,primary,source,1
1948,war,participant,1
material,recently,become,1
recently,become,available,1
june,1967,general,1
israeli,begin,war,1
begin,war,attack,1
war,attack,egypt,1
attack,egypt,get,1
jordanian,front,more,1
act,just,sign,1
only,reach,king,1
reach,king,little,1
too,late,already,1
late,already,begin,1
jordanian,front,already,1
hope,give,get,1
war,break,jordanian,1
standard,ancient,history,1
august,1990,new,1
argue,iraqi,leader,1
iraqi,leader,become,1
leader,become,criminal,1
principle,crime,peace,1
rather,apply,same,1
same,standard,israel,1
standard,israel,consider,1
israel,consider,result,1
consider,result,thus,1
result,thus,argument,1
thus,argument,israel,1
standard,use,judge,1
state,population,history,1
population,history,face,1
sociological,concept,classics,1
concept,classics,religious,1
science,demography,archaeology,1
jewish,state,belong,1
state,belong,area,1
belong,area,where,1
area,where,even,1
where,even,late,1
even,late,1947,1
late,1947,majority,1
1947,majority,population,1
population,arab,how,1
arab,how,israel,1
question,ask,arab,1
ask,arab,american,1
arab,american,jew,1
american,jew,jew,1
jewish,community,highly,1
community,highly,respect,1
scholar,write,most,1
american,jewish,periodical,1
crisis,june,war,1
one,rather,maintain,1
rather,maintain,one,1
maintain,one,basic,1
one,basic,question,1
basic,question,press,1
question,press,great,1
day,many,side,1
many,side,article,1
side,article,discuss,1
article,discuss,issue,1
discuss,issue,raise,1
issue,raise,palestinian,1
raise,palestinian,jew,1
palestinian,jew,george,1
american,israel,dialogue,1
israel,dialogue,israel,1
dialogue,israel,paper,1
israel,paper,discussion,1
paper,discussion,publish,1
discussion,publish,american,1
publish,american,jewish,1
divide,arab,israeli,1
role,play,political,1
play,political,civil,1
political,civil,armed,1
civil,armed,resistance,1
armed,resistance,critical,1
addition,experience,same,1
experience,same,form,1
palestinian,woman,also,1
woman,also,subject,1
hand,israeli,occupation,1
israeli,occupation,regime,1
occupation,regime,draw,1
prisoner,paper,detail,1
paper,detail,israel,1
policy,examine,consequence,1
examine,consequence,palestinian,1
consequence,palestinian,woman,1
palestinian,woman,family,1
woman,family,argue,1
family,argue,israel,1
woman,weapon,undermine,1
weapon,undermine,palestinian,1
undermine,palestinian,resistance,1
social,relation,more,1
relation,more,specifically,1
base,violence,psychological,1
violence,psychological,weapon,1
psychological,weapon,break,1
jewish,property,arab,1
property,arab,country,1
refugee,judaism,palestinian,1
claim,property,jew,1
property,jew,leave,1
arab,world,aim,1
world,aim,provide,1
aim,provide,individual,1
provide,individual,financial,1
right,return,u.s.,1
negotiation,2000,israel,1
pay,side,international,1
more,recently,however,1
recently,however,new,1
strategy,emerge,base,1
emerge,base,financial,1
population,property,exchange,1
property,exchange,occur,1
exchange,occur,1948,1
strategy,israel,international,1
israel,international,jewish,1
international,jewish,organization,1
jewish,organization,risk,1
tension,european,jew,1
european,jew,receive,1
jew,receive,holocaust,1
number,sociology,psychology,1
science,politics,epistemology,1
israeli,conflict,great,1
conflict,great,deal,1
deal,attention,give,1
attention,give,call,1
economic,social,development,1
social,development,arab,1
arab,world,psychological,1
world,psychological,form,1
middle,east,critical,1
east,critical,assessment,1
critical,assessment,psychological,1
assessment,psychological,literature,1
arab,national,character,1
more,israeli,jew,1
difficult,show,remain,1
show,remain,factor,1
explain,only,situation,1
only,situation,arab,1
situation,arab,most,1
arab,most,traditional,1
most,traditional,society,1
traditional,society,thus,1
society,thus,economic,1
thus,economic,social,1
many,part,third,1
part,third,world,1
third,world,include,1
region,certain,western,1
approach,put,individual,1
put,individual,social,1
individual,social,structure,1
social,structure,individual,1
claim,social,change,1
social,change,take,1
take,place,have,1
hebrew,history,feel,1
history,feel,ancient,1
feel,ancient,history,1
hebrew,press,middle,1
press,middle,november,1
take,end,november,1
end,november,however,1
november,however,show,1
however,show,significant,1
show,significant,change,1
significant,change,feeling,1
palestinian,israeli,camp,1
israeli,camp,david,1
minister,negotiation,newspaper,1
negotiation,newspaper,mainstream,1
newspaper,mainstream,political,1
camp,david,talk,1
david,talk,july,1
talk,july,2000,1
voice,u.s.,press,1
u.s.,press,begin,1
press,begin,challenge,1
begin,challenge,become,1
offer,israeli,prime,1
palestinian,territory,consequence,1
notion,palestinian,responsibility,1
new,challenge,perception,1
challenge,perception,u.s.,1
perception,u.s.,mainstream,1
u.s.,mainstream,press,1
mainstream,press,two,1
press,two,article,1
first,publish,august,1
publish,august,2001,1
2001,issue,new,1
review,book,robert,1
arab,israeli,affair,1
israeli,affair,national,1
affair,national,security,1
close,tie,palestinian,1
second,publish,new,1
sociology,anthropology,sociological,1
anthropology,sociological,research,1
research,history,social,1
computer,science,nuclear,1
nuclear,question,high,1
question,high,agenda,1
high,agenda,israel,1
agenda,israel,arab,1
arab,state,study,1
state,study,report,1
study,report,statement,1
report,statement,academic,1
israel,produce,nuclear,1
produce,nuclear,weapon,1
nuclear,weapon,indeed,1
weapon,indeed,continue,1
indeed,continue,state,1
state,war,economic,1
view,israel,future,1
new,technology,build,1
technology,build,new,1
build,new,generation,1
weapon,system,increase,1
system,increase,israeli,1
nuclear,weapon,argue,1
weapon,argue,create,1
nuclear,balance,terror,1
balance,terror,arab,1
nuclear,weapon,offer,1
then,serve,potential,1
serve,potential,point,1
potential,point,political,1
point,political,diplomatic,1
believe,israel,nuclear,1
leave,choice,arab,1
own,nuclear,program,1
program,article,trace,1
trace,israeli,arab,1
israeli,arab,march,1
focus,however,nuclear,1
debate,perception,actor,1
perception,actor,three,1
actor,three,major,1
thought,nuclear,debate,1
nuclear,debate,israel,1
2009,israeli,election,1
identity,music,front,1
music,front,military,1
attitude,respect,zionist,1
respect,zionist,palestinian,1
conflict,paper,argue,1
argue,result,2009,1
result,2009,election,1
2009,election,highlight,1
election,highlight,structural,1
only,west,bank,1
election,also,demonstrate,1
also,demonstrate,continue,1
identity,class,politics,1
class,politics,israeli,1
agenda,set,mainly,1
set,mainly,settler,1
mainly,settler,military,1
settler,military,part,1
election,result,palestinian,1
result,palestinian,israel,1
palestinian,israel,reflect,1
israel,reflect,grow,1
homeland,german,politics,1
german,politics,context,1
political,science,identification,1
science,identification,biology,1
identification,biology,political,1
phenomenon,foreign,policy,1
policy,law,history,1
germany,complex,relationship,1
complex,relationship,issue,1
relationship,issue,palestine,1
issue,palestine,often,1
palestine,often,explain,1
often,explain,term,1
explain,term,country,1
term,country,past,1
israel,perceive,homeland,1
perceive,homeland,holocaust,1
homeland,holocaust,survivor,1
holocaust,survivor,german,1
survivor,german,policy,1
german,policy,decision,1
policy,decision,last,1
decision,last,two,1
two,decade,include,1
argue,article,germany,1
article,germany,middle,1
germany,middle,east,1
east,policy,popular,1
policy,popular,german,1
popular,german,perception,1
german,perception,conflict,1
perception,conflict,palestinian,1
palestinian,israeli,place,1
israeli,place,more,1
place,more,contemporary,1
more,contemporary,historical,1
contemporary,historical,context,1
current,political,class,1
new,phenomenon,germany,1
phenomenon,germany,largely,1
nazi,era,addition,1
era,addition,examine,1
addition,examine,how,1
examine,how,identification,1
how,identification,play,1
identification,play,more,1
society,article,also,1
article,also,attempt,1
give,rise,change,1
rise,change,official,1
change,official,policy,1
geography,palestine,business,1
state,model,israeli,1
state,negotiation,law,1
negotiation,law,judaism,1
law,judaism,sovereignty,1
judaism,sovereignty,state,1
science,democracy,palestine,1
democracy,palestine,israeli,1
palestine,israeli,law,1
israeli,law,sociology,1
two,state,often,1
state,often,present,1
often,present,most,1
article,examine,potential,1
examine,potential,impact,1
potential,impact,development,1
impact,development,palestinian,1
development,palestinian,citizen,1
point,israel,constitutional,1
israel,constitutional,regime,1
constitutional,regime,article,1
regime,article,explore,1
aspect,israeli,constitutional,1
israeli,constitutional,system,1
jewish,democratic,definition,1
democratic,definition,state,1
